,sunrise,sunset,solar_noon,day_length,civil_twilight_begin,civil_twilight_end,nautical_twilight_begin,nautical_twilight_end,astronomical_twilight_begin,astronomical_twilight_end
311,7:35:42 AM,4:41:56 PM,12:08:49 PM,09:06:14,6:59:52 AM,5:17:47 PM,6:18:00 AM,5:59:38 PM,5:37:22 AM,6:40:16 PM
312,7:37:34 AM,4:40:14 PM,12:08:54 PM,09:02:40,7:01:36 AM,5:16:12 PM,6:19:38 AM,5:58:10 PM,5:38:57 AM,6:38:51 PM
313,7:39:27 AM,4:38:33 PM,12:09:00 PM,08:59:06,7:03:20 AM,5:14:40 PM,6:21:15 AM,5:56:44 PM,5:40:31 AM,6:37:28 PM
314,7:41:18 AM,4:36:54 PM,12:09:06 PM,08:55:36,7:05:03 AM,5:13:10 PM,6:22:52 AM,5:55:21 PM,5:42:05 AM,6:36:08 PM
315,7:43:10 AM,4:35:18 PM,12:09:14 PM,08:52:08,7:06:46 AM,5:11:42 PM,6:24:28 AM,5:53:59 PM,5:43:38 AM,6:34:50 PM
316,7:45:01 AM,4:33:44 PM,12:09:22 PM,08:48:43,7:08:28 AM,5:10:16 PM,6:26:04 AM,5:52:40 PM,5:45:10 AM,6:33:34 PM
317,7:46:51 AM,4:32:11 PM,12:09:31 PM,08:45:20,7:10:10 AM,5:08:53 PM,6:27:39 AM,5:51:24 PM,5:46:42 AM,6:32:21 PM
318,7:48:41 AM,4:30:42 PM,12:09:41 PM,08:42:01,7:11:50 AM,5:07:32 PM,6:29:13 AM,5:50:09 PM,5:48:12 AM,6:31:10 PM
319,7:50:30 AM,4:29:14 PM,12:09:52 PM,08:38:44,7:13:31 AM,5:06:14 PM,6:30:47 AM,5:48:58 PM,5:49:42 AM,6:30:02 PM
320,7:52:18 AM,4:27:49 PM,12:10:04 PM,08:35:31,7:15:10 AM,5:04:58 PM,6:32:19 AM,5:47:48 PM,5:51:11 AM,6:28:57 PM
321,7:54:06 AM,4:26:27 PM,12:10:16 PM,08:32:21,7:16:49 AM,5:03:44 PM,6:33:51 AM,5:46:42 PM,5:52:39 AM,6:27:54 PM
322,7:55:52 AM,4:25:07 PM,12:10:30 PM,08:29:15,7:18:26 AM,5:02:33 PM,6:35:22 AM,5:45:37 PM,5:54:06 AM,6:26:53 PM
323,7:57:38 AM,4:23:50 PM,12:10:44 PM,08:26:12,7:20:03 AM,5:01:25 PM,6:36:52 AM,5:44:36 PM,5:55:32 AM,6:25:55 PM
324,7:59:22 AM,4:22:36 PM,12:10:59 PM,08:23:14,7:21:38 AM,5:00:19 PM,6:38:21 AM,5:43:37 PM,5:56:57 AM,6:25:00 PM
325,8:01:05 AM,4:21:24 PM,12:11:15 PM,08:20:19,7:23:13 AM,4:59:16 PM,6:39:48 AM,5:42:41 PM,5:58:21 AM,6:24:08 PM
326,8:02:47 AM,4:20:15 PM,12:11:31 PM,08:17:28,7:24:46 AM,4:58:16 PM,6:41:15 AM,5:41:47 PM,5:59:44 AM,6:23:18 PM
327,8:04:28 AM,4:19:09 PM,12:11:48 PM,08:14:41,7:26:18 AM,4:57:19 PM,6:42:41 AM,5:40:56 PM,6:01:06 AM,6:22:31 PM
328,8:06:08 AM,4:18:06 PM,12:12:07 PM,08:11:58,7:27:49 AM,4:56:24 PM,6:44:05 AM,5:40:08 PM,6:02:26 AM,6:21:47 PM
329,8:07:45 AM,4:17:05 PM,12:12:25 PM,08:09:20,7:29:18 AM,4:55:32 PM,6:45:28 AM,5:39:23 PM,6:03:45 AM,6:21:05 PM
330,8:09:22 AM,4:16:08 PM,12:12:45 PM,08:06:46,7:30:46 AM,4:54:44 PM,6:46:49 AM,5:38:41 PM,6:05:03 AM,6:20:27 PM
331,8:10:56 AM,4:15:14 PM,12:13:05 PM,08:04:18,7:32:13 AM,4:53:58 PM,6:48:09 AM,5:38:01 PM,6:06:20 AM,6:19:51 PM
332,8:12:29 AM,4:14:24 PM,12:13:26 PM,08:01:55,7:33:38 AM,4:53:15 PM,6:49:28 AM,5:37:24 PM,6:07:35 AM,6:19:18 PM
333,8:14:00 AM,4:13:36 PM,12:13:48 PM,07:59:36,7:35:01 AM,4:52:35 PM,6:50:45 AM,5:36:51 PM,6:08:48 AM,6:18:47 PM
334,8:15:29 AM,4:12:52 PM,12:14:10 PM,07:57:23,7:36:22 AM,4:51:58 PM,6:52:01 AM,5:36:20 PM,6:10:01 AM,6:18:20 PM
335,8:16:56 AM,4:12:11 PM,12:14:33 PM,07:55:15,7:37:42 AM,4:51:25 PM,6:53:15 AM,5:35:52 PM,6:11:11 AM,6:17:55 PM
336,8:18:20 AM,4:11:33 PM,12:14:57 PM,07:53:13,7:38:59 AM,4:50:54 PM,6:54:27 AM,5:35:27 PM,6:12:20 AM,6:17:33 PM
337,8:19:43 AM,4:10:59 PM,12:15:21 PM,07:51:16,7:40:15 AM,4:50:27 PM,6:55:37 AM,5:35:04 PM,6:13:27 AM,6:17:14 PM
338,8:21:03 AM,4:10:28 PM,12:15:46 PM,07:49:25,7:41:28 AM,4:50:03 PM,6:56:46 AM,5:34:45 PM,6:14:33 AM,6:16:58 PM
339,8:22:21 AM,4:10:01 PM,12:16:11 PM,07:47:40,7:42:40 AM,4:49:42 PM,6:57:53 AM,5:34:29 PM,6:15:37 AM,6:16:45 PM
340,8:23:36 AM,4:09:37 PM,12:16:37 PM,07:46:01,7:43:49 AM,4:49:24 PM,6:58:57 AM,5:34:16 PM,6:16:39 AM,6:16:34 PM
341,8:24:49 AM,4:09:17 PM,12:17:03 PM,07:44:28,7:44:56 AM,4:49:10 PM,7:00:00 AM,5:34:06 PM,6:17:39 AM,6:16:27 PM
342,8:25:59 AM,4:09:01 PM,12:17:30 PM,07:43:02,7:46:01 AM,4:48:59 PM,7:01:01 AM,5:33:59 PM,6:18:37 AM,6:16:22 PM
343,8:27:06 AM,4:08:48 PM,12:17:57 PM,07:41:42,7:47:03 AM,4:48:51 PM,7:01:59 AM,5:33:54 PM,6:19:33 AM,6:16:20 PM
344,8:28:10 AM,4:08:38 PM,12:18:24 PM,07:40:28,7:48:03 AM,4:48:46 PM,7:02:55 AM,5:33:53 PM,6:20:28 AM,6:16:21 PM
345,8:29:12 AM,4:08:33 PM,12:18:52 PM,07:39:21,7:49:00 AM,4:48:45 PM,7:03:49 AM,5:33:55 PM,6:21:20 AM,6:16:25 PM
346,8:30:10 AM,4:08:31 PM,12:19:20 PM,07:38:21,7:49:54 AM,4:48:47 PM,7:04:41 AM,5:34:00 PM,6:22:10 AM,6:16:31 PM
347,8:31:05 AM,4:08:33 PM,12:19:49 PM,07:37:28,7:50:46 AM,4:48:52 PM,7:05:30 AM,5:34:08 PM,6:22:58 AM,6:16:40 PM
348,8:31:57 AM,4:08:38 PM,12:20:18 PM,07:36:41,7:51:36 AM,4:49:00 PM,7:06:17 AM,5:34:18 PM,6:23:43 AM,6:16:52 PM
349,8:32:46 AM,4:08:48 PM,12:20:47 PM,07:36:02,7:52:22 AM,4:49:12 PM,7:07:02 AM,5:34:32 PM,6:24:27 AM,6:17:07 PM
350,8:33:32 AM,4:09:00 PM,12:21:16 PM,07:35:28,7:53:06 AM,4:49:27 PM,7:07:44 AM,5:34:49 PM,6:25:08 AM,6:17:25 PM
351,8:34:14 AM,4:09:17 PM,12:21:46 PM,07:35:03,7:53:46 AM,4:49:45 PM,7:08:23 AM,5:35:08 PM,6:25:46 AM,6:17:45 PM
352,8:34:53 AM,4:09:37 PM,12:22:15 PM,07:34:44,7:54:24 AM,4:50:07 PM,7:09:00 AM,5:35:30 PM,6:26:23 AM,6:18:08 PM
353,8:35:29 AM,4:10:01 PM,12:22:45 PM,07:34:32,7:54:59 AM,4:50:31 PM,7:09:35 AM,5:35:56 PM,6:26:57 AM,6:18:34 PM
354,8:36:01 AM,4:10:29 PM,12:23:15 PM,07:34:28,7:55:31 AM,4:50:59 PM,7:10:06 AM,5:36:24 PM,6:27:28 AM,6:19:02 PM
355,8:36:29 AM,4:11:00 PM,12:23:45 PM,07:34:31,7:55:59 AM,4:51:30 PM,7:10:35 AM,5:36:55 PM,6:27:57 AM,6:19:32 PM
356,8:36:54 AM,4:11:35 PM,12:24:15 PM,07:34:41,7:56:25 AM,4:52:04 PM,7:11:01 AM,5:37:28 PM,6:28:23 AM,6:20:06 PM
357,8:37:16 AM,4:12:13 PM,12:24:44 PM,07:34:57,7:56:47 AM,4:52:41 PM,7:11:24 AM,5:38:04 PM,6:28:47 AM,6:20:42 PM
358,8:37:34 AM,4:12:55 PM,12:25:14 PM,07:35:21,7:57:07 AM,4:53:22 PM,7:11:45 AM,5:38:43 PM,6:29:08 AM,6:21:20 PM
359,8:37:48 AM,4:13:40 PM,12:25:44 PM,07:35:52,7:57:23 AM,4:54:05 PM,7:12:02 AM,5:39:25 PM,6:29:27 AM,6:22:01 PM
360,8:37:58 AM,4:14:28 PM,12:26:13 PM,07:36:30,7:57:36 AM,4:54:51 PM,7:12:17 AM,5:40:09 PM,6:29:43 AM,6:22:44 PM
361,8:38:05 AM,4:15:20 PM,12:26:43 PM,07:37:15,7:57:46 AM,4:55:40 PM,7:12:29 AM,5:40:56 PM,6:29:56 AM,6:23:29 PM
362,8:38:08 AM,4:16:15 PM,12:27:12 PM,07:38:07,7:57:52 AM,4:56:32 PM,7:12:38 AM,5:41:45 PM,6:30:06 AM,6:24:17 PM
363,8:38:08 AM,4:17:13 PM,12:27:41 PM,07:39:05,7:57:55 AM,4:57:26 PM,7:12:44 AM,5:42:37 PM,6:30:14 AM,6:25:07 PM
364,8:38:04 AM,4:18:15 PM,12:28:09 PM,07:40:11,7:57:56 AM,4:58:23 PM,7:12:47 AM,5:43:31 PM,6:30:19 AM,6:26:00 PM
